Haltestellenname,route,name_sanitized
"Buchet, Abzw Schildorn",7571,"Buchet, Abzw Schildorn"
"Einöden, WH",7571,"Einöden, WH"
"Einöden, Hs.-Nr.9",7571,"Einöden, Hs.-Nr.9"
Steina bei Weng,7571,Steina bei Weng
"Steina bei Weng, Hs.-Nr.27",7571,"Steina bei Weng, Hs.-Nr.27"
"Weng bei Griesbach, Jugendheim",7571,"Weng bei Griesbach, Jugendheim"
Hötzenham,7571,Hötzenham
Unteruttlau,7571,Unteruttlau
Oberuttlau,7571,Oberuttlau
Lederbach,7571,Lederbach
"Forsting, Abzw",7571,"Forsting, Abzw"
"Parzham, Br.Konrad",7571,"Parzham, Br.Konrad"
Kurzholz,7571,Kurzholz
Hub bei Griesbach,7571,Hub bei Griesbach
"Bad Griesbach, Stadtplatz",7571,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Feuerwehrhaus",7571,"Bad Griesbach, Feuerwehrhaus"
"Bad Griesbach, Realschule",7571,"Bad Griesbach, Realschule"
"Rotthalmünster, Marktplatz",7572,"Rotthalmünster, Marktplatz"
Aicha bei Rotthalmünster,7572,Aicha bei Rotthalmünster
Weinberg,7572,Weinberg
Faltlleithen,7572,Faltlleithen
"Tutting, Kapelle",7572,"Tutting, Kapelle"
"Kirchham, Schule",7572,"Kirchham, Schule"
"Kirchham, Tankstelle",7572,"Kirchham, Tankstelle"
Zanklöd,7572,Zanklöd
Holzhäuser bei Aigen(Inn),7572,Holzhäuser bei Aigen(Inn)
"Irching, Ortsmitte",7572,"Irching, Ortsmitte"
"Aigen (Inn), Schule",7572,"Aigen (Inn), Schule"
"Aigen (Inn), Leonhardikirche",7572,"Aigen (Inn), Leonhardikirche"
"Hart bei Aigen (Inn), Siedlung",7572,"Hart bei Aigen (Inn), Siedlung"
Hart bei Aigen (Inn),7572,Hart bei Aigen (Inn)
Wendlmuth,7572,Wendlmuth
"Voglarn bei Malching, Hs-Nr.8",7572,"Voglarn bei Malching, Hs-Nr.8"
Voglarn bei Malching,7572,Voglarn bei Malching
"Malching, Schützenstr.5",7572,"Malching, Schützenstr.5"
Nündorf,7572,Nündorf
Niederhof bei Malching,7572,Niederhof bei Malching
Putz,7572,Putz
Harham,7572,Harham
"Rotthalmünster, Marktplatz",7572,"Rotthalmünster, Marktplatz"
"Rotthalmünster, Grundschule",7572,"Rotthalmünster, Grundschule"
"Bad Griesbach, Realschule",7572,"Bad Griesbach, Realschule"
"Bad Griesbach, Stadtplatz",7572,"Bad Griesbach, Stadtplatz"
"Thanham, Kreuzung",7573,"Thanham, Kreuzung"
"Holzhäuser b. Kößlarn, Abzw.",7573,"Holzhäuser bei Kößlarn, Abzw."
"Kößlarn, Marktplatz",7573,"Kößlarn, Marktplatz"
"Kößlarn, Unterer Markt",7573,"Kößlarn, Unterer Markt"
Ragern,7573,Ragern
"Moosmühle, Abzw",7573,"Moosmühle, Abzw"
Hubreith,7573,Hubreith
Kühbach bei Rotthalmünster,7573,Kühbach bei Rotthalmünster
Rottfelling,7573,Rottfelling
"Pattenham, Feuerwehrhaus",7573,"Pattenham, Feuerwehrhaus"
"Pattenham, Sagermühle",7573,"Pattenham, Sagermühle"
"Rotthalmünster, Marktplatz",7573,"Rotthalmünster, Marktplatz"
"Fürstenzell, Mittelschule",7574,"Fürstenzell, Mittelschule"
"Fürstenzell, Gym. Wendeplatte",7574,"Fürstenzell, Gymnasium Wendeplatte"
"Fürstenzell, Heimvolksschule",7574,"Fürstenzell, Heimvolksschule"
"Fürstenzell, Marktplatz",7574,"Fürstenzell, Marktplatz"
Hissenau,7574,Hissenau
Göbertsham,7574,Göbertsham
"Göbertsham, Abzw",7574,"Göbertsham, Abzw"
"Steinbach b.Ortenb., Hs.-Nr.23",7574,"Steinbach bei Ortenb., Hs.-Nr.23"
"Steinbach bei Ortenburg, Ort",7574,"Steinbach bei Ortenburg, Ort"
"Steinbach bei Ortenburg, Abzw",7574,"Steinbach bei Ortenburg, Abzw"
"Weghof, Ort",7574,"Weghof, Ort"
"Weghof, Abzw",7574,"Weghof, Abzw"
"Weweck, Abzw Hübing",7574,"Weweck, Abzw Hübing"
"Dorfbach, Sportplatz",7574,"Dorfbach, Sportplatz"
"Dorfbach, Gh Gruber",7574,"Dorfbach, Gh Gruber"
Steinkirchen bei Ortenburg,7574,Steinkirchen bei Ortenburg
"Ortenburg, Metzgerei Kriegl",7574,"Ortenburg, Metzgerei Kriegl"
"Ortenburg, Marktplatz",7574,"Ortenburg, Marktplatz"
"Ortenburg, Bahnhofstr.",7574,"Ortenburg, Bahnhofstr."
Kamm,7574,Kamm
Neuhaus bei Ortenburg,7574,Neuhaus bei Ortenburg
"Unteriglbach, Gh Seewirt",7574,"Unteriglbach, Gh Seewirt"
"Bad Griesbach, Stadtplatz",7575,"Bad Griesbach, Stadtplatz"
Riedertsham,7575,Riedertsham
Haarbach bei Griesbach,7575,Haarbach bei Griesbach
"Aidenbach, Kirche",7575,"Aidenbach, Kirche"
"Aidenbach, Marktplatz",7575,"Aidenbach, Marktplatz"
"Aidenbach, Ludwigstraße",7575,"Aidenbach, Ludwigstraße"
"Langenbruck b. Aidenbach, Abzw",7575,"Langenbruck bei Aidenbach, Abzw"
"Beutelsbach, Bäckerei Klinger",7575,"Beutelsbach, Bäckerei Klinger"
"Tillbach, Hs.-Nr.36",7575,"Tillbach, Hs.-Nr.36"
"Tillbach, Hs.-Nr.72",7575,"Tillbach, Hs.-Nr.72"
"Unterthambach, Abzw Oberthamb.",7575,"Unterthambach, Abzw Oberthamb."
"Unterhörbach, Abzw Oberhörbach",7575,"Unterhörbach, Abzw Oberhörbach"
"Kroißen, Abzw Haarbach",7575,"Kroißen, Abzw Haarbach"
"Oberndorf bei Griesbach, Abzw",7575,"Oberndorf bei Griesbach, Abzw"
"Haarbach, Abzw Rainding",7575,"Haarbach, Abzw Rainding"
Niederham bei Haarbach,7575,Niederham bei Haarbach
Sachsenham,7575,Sachsenham
"Unterthalham, Abzw",7575,"Unterthalham, Abzw"
Wies bei Sammarei,7575,Wies bei Sammarei
Sammarei,7575,Sammarei
"Parschalling, Abzw",7575,"Parschalling, Abzw"
Rainding,7575,Rainding
Hofstetten bei Rainding,7575,Hofstetten bei Rainding
Au bei Reisbach,7575,Au bei Reisbach
Reisbach,7575,Reisbach
Afham bei Ortenburg,7575,Afham bei Ortenburg
"Afham bei Ortenburg, Bauhof",7575,"Afham bei Ortenburg, Bauhof"
"Neuhaus, Wendeplatte",7575,"Neuhaus, Wendeplatte"
Kamm,7575,Kamm
"Ortenburg, Marktplatz",7575,"Ortenburg, Marktplatz"
"Bad Griesbach, Stadtplatz",7576,"Bad Griesbach, Stadtplatz"
"Obergrün, Abzw",7576,"Obergrün, Abzw"
"Pocking, Gymnasium",7576,"Pocking, Gymnasium"
"Pocking, Bahnhof",7576,"Pocking, Bahnhof"
Aumühle bei Pocking,7576,Aumühle bei Pocking
Kreuzkeller,7576,Kreuzkeller
"Taubenhub, Abzw",7576,"Taubenhub, Abzw"
Tettenweis,7576,Tettenweis
Tettenham,7576,Tettenham
Tadlhub,7576,Tadlhub
Neuhofen,7576,Neuhofen
"Hader, Abzw Schmidham",7576,"Hader, Abzw Schmidham"
Hütting bei Tettenweis,7576,Hütting bei Tettenweis
"Hütting bei Tettenweis, Abzw",7576,"Hütting bei Tettenweis, Abzw"
Niederhofen,7576,Niederhofen
"Grund, Gh Taubenneder",7576,"Grund, Gh Taubenneder"
"Grund, Ortsanfang",7576,"Grund, Ortsanfang"
"Bad Höhenstadt, Kurhaus",7576,"Bad Höhenstadt, Kurhaus"
"Hafering, Hs.-Nr.41",7576,"Hafering, Hs.-Nr.41"
"Fürstenzell, Gym. Wendeplatte",7576,"Fürstenzell, Gymnasium Wendeplatte"
"Reutern, Gh Lorenz",7576,"Reutern, Gh Lorenz"
"Schmidham, Ortenburger-Str.5",7576,"Schmidham, Ortenburger-Str.5"
"Erbersdobl, Abzw",7576,"Erbersdobl, Abzw"
"Mitterdorf b.Bad Höhenst., Abzw",7576,"Mitterdorf bei Bad Höhenst., Abzw"
"Winkl bei Schmidham, Abzw",7576,"Winkl bei Schmidham, Abzw"
"Gründobl, Abzw",7576,"Gründobl, Abzw"
"Hocheck, Abzw",7576,"Hocheck, Abzw"
"Loipertsham, Abzw",7576,"Loipertsham, Abzw"
"Kleinloipertsham, Abzw",7576,"Kleinloipertsham, Abzw"
Bad Pilzweg,7576,Bad Pilzweg
"Fürstenzell, Pfandlweg",7576,"Fürstenzell, Pfandlweg"
"Fürstenzell, Marktplatz",7576,"Fürstenzell, Marktplatz"
"Fürstenzell, Heimvolksschule",7576,"Fürstenzell, Heimvolksschule"
"Pocking, Hauptschule",7577,"Pocking, Hauptschule"
"Pocking, Rathaus",7577,"Pocking, Rathaus"
"Pocking, OBI",7577,"Pocking, OBI"
"Pocking, Förderschule",7577,"Pocking, Förderschule"
"Pocking, Gymnasium",7577,"Pocking, Gymnasium"
"Pocking, Hauptschule",7577,"Pocking, Hauptschule"
"Pocking, Süd",7577,"Pocking, Süd"
Neuindling,7577,Neuindling
Pram,7577,Pram
"Haid, Gärtnerei",7577,"Haid, Gärtnerei"
"Haid, Hs.-Nr.12",7577,"Haid, Hs.-Nr.12"
Angering bei Bad Füssing,7577,Angering bei Bad Füssing
"Bad Füssing, Füssinger Hof",7577,"Bad Füssing, Füssinger Hof"
"Safferstetten, Dorfplatz",7577,"Safferstetten, Dorfplatz"
"Riedenburg, Badehaus Kranzmann",7577,"Riedenburg, Badehaus Kranzmann"
"Reindlöd, Abzw",7577,"Reindlöd, Abzw"
"Würding, Weidach",7577,"Würding, Weidach"
"Hub, Abzw",7577,"Hub, Abzw"
"Würding, Am Gänseacker",7577,"Würding, Am Gänseacker"
"Würding, Kirche",7577,"Würding, Kirche"
Oberreuthen,7577,Oberreuthen
Mitterreuthen,7577,Mitterreuthen
Unterreuthen,7577,Unterreuthen
"Osterholzen, Abzw",7577,"Osterholzen, Abzw"
"Kirchham, Haus Senator",7577,"Kirchham, Haus Senator"
"Kirchham, Schule",7577,"Kirchham, Schule"
Hart bei Aigen (Inn),7577,Hart bei Aigen (Inn)
"Hart, Abzw Wendlmuth",7577,"Hart, Abzw Wendlmuth"
"Aigen (Inn), Leonhardikirche",7577,"Aigen (Inn), Leonhardikirche"
"Aigen (Inn), Schule",7577,"Aigen (Inn), Schule"
"Irching, Ortsmitte",7577,"Irching, Ortsmitte"
Egglfing,7577,Egglfing
"Irching, Ortsmitte",7577,"Irching, Ortsmitte"
"Tutting, Kapelle",7577,"Tutting, Kapelle"
"Rotthalmünster, Marktplatz",7577,"Rotthalmünster, Marktplatz"
Haar bei Pocking,7577,Haar bei Pocking
"Beham, Abzw",7577,"Beham, Abzw"
Voglöd bei Würding,7577,Voglöd bei Würding
Gögging,7577,Gögging
Unterreuthen,7577,Unterreuthen
Mitterreuthen,7577,Mitterreuthen
Oberreuthen,7577,Oberreuthen
Voglöd bei Würding,7577,Voglöd bei Würding
"Beham, Abzw",7577,"Beham, Abzw"
Haar bei Pocking,7577,Haar bei Pocking
"Schlupfing, Kieswerk",7577,"Schlupfing, Kieswerk"
Oberindling,7577,Oberindling
Prenzing,7577,Prenzing
Niederindling,7577,Niederindling
"Hartkirchen, Raiffeisenbank",7577,"Hartkirchen, Raiffeisenbank"
"Hartkirchen, Schule",7577,"Hartkirchen, Schule"
"Hartkirchen, Mariensäule",7577,"Hartkirchen, Mariensäule"
"Aigen (Inn), Schule",7577,"Aigen (Inn), Schule"
"Hartkirchen, Keltenschanze",7577,"Hartkirchen, Keltenschanze"
"Aigen (Inn), Leonhardikirche",7577,"Aigen (Inn), Leonhardikirche"
"Hart bei Aigen (Inn), Siedlung",7577,"Hart bei Aigen (Inn), Siedlung"
"Kirchham, Tankstelle",7577,"Kirchham, Tankstelle"
"Kirchham, Schule",7577,"Kirchham, Schule"
Wendlmuth,7577,Wendlmuth
Hart bei Aigen (Inn),7577,Hart bei Aigen (Inn)
"Hart bei Aigen (Inn), Siedlung",7577,"Hart bei Aigen (Inn), Siedlung"
"Kirchham, Haus Senator",7577,"Kirchham, Haus Senator"
Reding,7577,Reding
Afham bei Hartkirchen,7577,Afham bei Hartkirchen
"Mittich, Post",7577,"Mittich, Post"
"Mittich, Kirchplatz",7577,"Mittich, Kirchplatz"
Eholfing,7577,Eholfing
"Sulzbach, Neuhauser Str. 15",7577,"Sulzbach, Neuhauser Str. 15"
"Pumstetten, Abzw",7577,"Pumstetten, Abzw"
"Neuhaus a. Inn, Volksfestplatz",7577,"Neuhaus a. Inn, Volksfestplatz"
"Neuhaus a. Inn, Kriegerdenkmal",7577,"Neuhaus a. Inn, Kriegerdenkmal"
"Fürstenzell, Marktplatz",7578,"Fürstenzell, Marktplatz"
"Fürstenzell, Gym. Innenhof",7578,"Fürstenzell, Gymnasium Innenhof"
"Fürstenzell, Heimvolksschule",7578,"Fürstenzell, Heimvolksschule"
"Fürstenzell, Gym. Wendeplatte",7578,"Fürstenzell, Gymnasium Wendeplatte"
"Fürstenzell, MVZ",7578,"Fürstenzell, MVZ"
"Aspertsham b.Fü., Abzw Kemating",7578,"Aspertsham bei Fü., Abzw Kemating"
Aspertsham bei Fürstenzell,7578,Aspertsham bei Fürstenzell
"Engertsham, Gstöttl",7578,"Engertsham, Gstöttl"
Spitzöd,7578,Spitzöd
"Hörbertsham, Abzw",7578,"Hörbertsham, Abzw"
"Niederreisching, Abzw Aubach",7578,"Niederreisching, Abzw Aubach"
Grünet,7578,Grünet
Irsham,7578,Irsham
Breitengern,7578,Breitengern
"Kurzeichet, Abzw",7578,"Kurzeichet, Abzw"
"Kurzeichet, Hasengasse",7578,"Kurzeichet, Hasengasse"
"Neukirchen a. Inn, Friedhof",7578,"Neukirchen a. Inn, Friedhof"
"Neukirchen a. Inn, Bf",7578,"Neukirchen a. Inn, Bf"
"Neukirchen a. Inn, Raiba",7578,"Neukirchen a. Inn, Raiba"
"Neukirchen a. Inn, Jochamstr.",7578,"Neukirchen a. Inn, Jochamstr."
Grünet,7578,Grünet
"Eglsee, Abzw. Neukirchen am Inn",7578,"Eglsee, Abzw. Neukirchen am Inn"
Steinhügl b. Neuburg a. Inn,7578,Steinhügl bei Neuburg a. Inn
Fürstdobl,7578,Fürstdobl
Schmelzing,7578,Schmelzing
"Schmelzing, Abzw",7578,"Schmelzing, Abzw"
"Straß b. Neuburg a.Inn, Schloß",7578,"Straß bei Neuburg a.Inn, Schloß"
Dommelstadl,7578,Dommelstadl
Neuburg a. Inn,7578,Neuburg a. Inn
Reuth,7578,Reuth
"Reuth, Gärtnerei",7578,"Reuth, Gärtnerei"
Kopfsberg,7578,Kopfsberg
"Rothof, Anw Pilstl",7578,"Rothof, Anw Pilstl"
"Rothof, Hartlmühle",7578,"Rothof, Hartlmühle"
Voglmühle,7578,Voglmühle
"Vornbach a. Inn, Abzw",7578,"Vornbach a. Inn, Abzw"
"Vornbach a. Inn, Schaueroedstr.",7578,"Vornbach a. Inn, Schaueroedstr."
"Vornbach a. Inn, Gh Resch",7578,"Vornbach a. Inn, Gh Resch"
"Vornbach a. Inn, Raiba",7578,"Vornbach a. Inn, Raiba"
Niederschärding,7578,Niederschärding
Kemating bei Bad Höhenstadt,7578,Kemating bei Bad Höhenstadt
"Bad Höhenstadt, Abzw Bf",7578,"Bad Höhenstadt, Abzw Bf"
"Bad Höhenstadt, Bf",7578,"Bad Höhenstadt, Bf"
Strangmühle,7578,Strangmühle
Hub bei Engertsham,7578,Hub bei Engertsham
Wallham,7578,Wallham
"Engertsham, Gstöttl",7578,"Engertsham, Gstöttl"
"Sulzbach, Zeintlm.- Str. 2",7578,"Sulzbach, Zeintlm.- Str. 2"
"Mittich, Kirchplatz",7578,"Mittich, Kirchplatz"
Geiselberg,7578,Geiselberg
Euling,7578,Euling
Eiching,7578,Eiching
"Sulzbach, Neuhauser Str. 15",7578,"Sulzbach, Neuhauser Str. 15"
Straßfeld,7578,Straßfeld
"Neuhaus a. Inn, Am Klosterfeld",7578,"Neuhaus a. Inn, Am Klosterfeld"
"Neuhaus a. Inn, Volksfestplatz",7578,"Neuhaus a. Inn, Volksfestplatz"
"Neuhaus a. Inn, Kriegerdenkmal",7578,"Neuhaus a. Inn, Kriegerdenkmal"
"Neuhaus a. Inn, Volksfestplatz",7579,"Neuhaus a. Inn, Volksfestplatz"
"Neuhaus a. Inn, Sparkasse",7579,"Neuhaus a. Inn, Sparkasse"
"Neuhaus a. Inn, Kriegerdenkmal",7579,"Neuhaus a. Inn, Kriegerdenkmal"
"Pumstetten, Abzw",7579,"Pumstetten, Abzw"
"Sulzbach, Neuhauser Str. 15",7579,"Sulzbach, Neuhauser Str. 15"
"Sulzbach, Bf",7579,"Sulzbach, Bf"
Eholfing,7579,Eholfing
Liegharting,7579,Liegharting
"Engertsham, Gstöttl",7579,"Engertsham, Gstöttl"
"Untersimbach, Niedermayer",7579,"Untersimbach, Niedermayer"
"Untersimbach, Kapelle",7579,"Untersimbach, Kapelle"
Oderer,7579,Oderer
Aspertsham bei Fürstenzell,7579,Aspertsham bei Fürstenzell
"Fürstenzell, Marktplatz",7579,"Fürstenzell, Marktplatz"
Spitzöd,7579,Spitzöd
"Hörbertsham, Abzw",7579,"Hörbertsham, Abzw"
"Niederreisching, Abzw Aubach",7579,"Niederreisching, Abzw Aubach"
"Neukirchen a. Inn, Friedhof",7579,"Neukirchen a. Inn, Friedhof"
"Kurzeichet, Hasengasse",7579,"Kurzeichet, Hasengasse"
"Kurzeichet, Abzw",7579,"Kurzeichet, Abzw"
Breitengern,7579,Breitengern
Irsham,7579,Irsham
"Fürstenzell, MVZ",7579,"Fürstenzell, MVZ"
"Fürstenzell, Heimvolksschule",7579,"Fürstenzell, Heimvolksschule"
"Fürstenzell, Gym. Innenhof",7579,"Fürstenzell, Gymnasium Innenhof"
"Pocking, Rathaus",7580,"Pocking, Rathaus"
"Pocking, Bahnhof",7580,"Pocking, Bahnhof"
"Pocking, Förderschule",7580,"Pocking, Förderschule"
"Pocking, Gymnasium",7580,"Pocking, Gymnasium"
"Rottau, Abzw. B 388",7580,"Rottau, Abzw. B 388"
Neuindling,7580,Neuindling
Königswiese,7580,Königswiese
Rottau,7580,Rottau
"Ruhstorf, Pfarrkirchner Str.",7580,"Ruhstorf, Pfarrkirchner Str."
"Ruhstorf, Bf",7580,"Ruhstorf, Bf"
"Ruhstorf, Metzgerei Steer",7580,"Ruhstorf, Metzgerei Steer"
"Ruhstorf, Schule",7580,"Ruhstorf, Schule"
"Ruhstorf, Hans-Loher-Str.27",7580,"Ruhstorf, Hans-Loher-Str.27"
Trostling,7580,Trostling
"Pillham, Abzw",7580,"Pillham, Abzw"
"Ruhstorf, Breslauer-Str.",7580,"Ruhstorf, Breslauer-Str."
"Ruhstorf, Grafenspitz",7580,"Ruhstorf, Grafenspitz"
"Ruhstorf, Kreuzkoppe",7580,"Ruhstorf, Kreuzkoppe"
"Pillham, Abzw",7580,"Pillham, Abzw"
Kleeberg,7580,Kleeberg
"Hader, Abzw",7580,"Hader, Abzw"
"Pillham, Schützenhaus",7580,"Pillham, Schützenhaus"
Wartmanning,7580,Wartmanning
Hausmanning,7580,Hausmanning
Hader,7580,Hader
"Hader, Abzw Schmidham",7580,"Hader, Abzw Schmidham"
Neuhofen,7580,Neuhofen
Niederreutern,7580,Niederreutern
"Reutern, Gh Lorenz",7580,"Reutern, Gh Lorenz"
"Obergrün, Abzw",7580,"Obergrün, Abzw"
"Bad Griesbach, Stadtplatz",7580,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Realschule",7580,"Bad Griesbach, Realschule"
Steinwies,7580,Steinwies
Hütting bei Tettenweis,7580,Hütting bei Tettenweis
"Hütting bei Tettenweis, Abzw",7580,"Hütting bei Tettenweis, Abzw"
Niederhofen,7580,Niederhofen
"Grund, Gh Taubenneder",7580,"Grund, Gh Taubenneder"
"Grund, Ortsanfang",7580,"Grund, Ortsanfang"
"Bad Höhenstadt, Kurhaus",7580,"Bad Höhenstadt, Kurhaus"
"Hafering, Hs.-Nr.41",7580,"Hafering, Hs.-Nr.41"
"Schlupfing, Kieswerk",7580,"Schlupfing, Kieswerk"
Oberindling,7580,Oberindling
Niederindling,7580,Niederindling
"Hartkirchen, Raiffeisenbank",7580,"Hartkirchen, Raiffeisenbank"
"Hartkirchen, Mariensäule",7580,"Hartkirchen, Mariensäule"
"Hartkirchen, Keltenschanze",7580,"Hartkirchen, Keltenschanze"
Reding,7580,Reding
Afham bei Hartkirchen,7580,Afham bei Hartkirchen
"Mittich, Post",7580,"Mittich, Post"
"Mittich, Kirchplatz",7580,"Mittich, Kirchplatz"
"Sulzbach, Zeintlm.- Str. 2",7580,"Sulzbach, Zeintlm.- Str. 2"
"Sulzbach, Neuhauser Str. 15",7580,"Sulzbach, Neuhauser Str. 15"
"Engertsham, Gstöttl",7580,"Engertsham, Gstöttl"
Wallham,7580,Wallham
Hub bei Engertsham,7580,Hub bei Engertsham
Strangmühle,7580,Strangmühle
"Engertsham, Gstöttl",7580,"Engertsham, Gstöttl"
"Bad Höhenstadt, Bf",7580,"Bad Höhenstadt, Bf"
"Bad Höhenstadt, Abzw Bf",7580,"Bad Höhenstadt, Abzw Bf"
Kemating bei Bad Höhenstadt,7580,Kemating bei Bad Höhenstadt
"Aspertsham b.Fü., Abzw Kemating",7580,"Aspertsham bei Fü., Abzw Kemating"
"Bad Höhenstadt, Kurhaus",7580,"Bad Höhenstadt, Kurhaus"
"Grund, Ortsanfang",7580,"Grund, Ortsanfang"
"Grund, Gh Taubenneder",7580,"Grund, Gh Taubenneder"
Niederhofen,7580,Niederhofen
"Hütting bei Tettenweis, Abzw",7580,"Hütting bei Tettenweis, Abzw"
Hütting bei Tettenweis,7580,Hütting bei Tettenweis
"Hader, Abzw Schmidham",7580,"Hader, Abzw Schmidham"
"Fürstenzell, Gym. Wendeplatte",7580,"Fürstenzell, Gymnasium Wendeplatte"
"Fürstenzell, Heimvolksschule",7580,"Fürstenzell, Heimvolksschule"
"Fürstenzell, Marktplatz",7580,"Fürstenzell, Marktplatz"
"Fürstenzell, Gym. Innenhof",7580,"Fürstenzell, Gymnasium Innenhof"
"Pocking, Förderschule",7581,"Pocking, Förderschule"
"Fürstenzell, Heimvolksschule",7581,"Fürstenzell, Heimvolksschule"
"Pocking, Gymnasium",7581,"Pocking, Gymnasium"
"Pocking, Hauptschule",7581,"Pocking, Hauptschule"
"Pocking, Bahnhof",7581,"Pocking, Bahnhof"
"Pocking, Zentrum",7581,"Pocking, Zentrum"
"Pocking, Rathaus",7581,"Pocking, Rathaus"
"Pocking, Friedhof",7581,"Pocking, Friedhof"
Aumühle bei Pocking,7581,Aumühle bei Pocking
Heinriching,7581,Heinriching
"Poigham, Feuerwehrhaus",7581,"Poigham, Feuerwehrhaus"
Zell bei Pocking,7581,Zell bei Pocking
Thalling,7581,Thalling
Schönburg,7581,Schönburg
Brunnader,7581,Brunnader
Unterrohr,7581,Unterrohr
Oberrohr,7581,Oberrohr
Schönburg,7581,Schönburg
Anzing,7581,Anzing
Thalling,7581,Thalling
Berg bei Pocking,7581,Berg bei Pocking
"Eggersham, Abzw. Ausbach/Reith",7581,"Eggersham, Abzw. Ausbach/Reith"
Eggersham,7581,Eggersham
Schönburg,7581,Schönburg
"Kühnham, Abzw Schönburg",7581,"Kühnham, Abzw Schönburg"
"Steindorf, Abzw.",7581,"Steindorf, Abzw."
Kollmannsöd,7581,Kollmannsöd
Brunnader,7581,Brunnader
Kollmannsöd,7581,Kollmannsöd
"Mayerhof, Abzw.",7581,"Mayerhof, Abzw."
"Tannenbaum, Hs. Nr. 2",7581,"Tannenbaum, Hs. Nr. 2"
"Thalling, Abzw Schönburg",7581,"Thalling, Abzw Schönburg"
Felding,7581,Felding
Kühnham,7581,Kühnham
Gerau,7581,Gerau
Parnham,7581,Parnham
"Schalkham, Straßenkreuzung",7581,"Schalkham, Straßenkreuzung"
"Karpfham Bahnhof, Abzw",7581,"Karpfham Bahnhof, Abzw"
Schwaim,7581,Schwaim
Singham,7581,Singham
"Karpfham b.Griesb., Tankstelle",7581,"Karpfham bei Griesb., Tankstelle"
"Karpfham, Kirche",7581,"Karpfham, Kirche"
Afham bei Karpfham,7581,Afham bei Karpfham
"Aunham bei Bad Griesbach, HsNr. 20",7581,"Aunham bei Bad Griesbach, HsNr. 20"
Aunham bei Bad Griesbach,7581,Aunham bei Bad Griesbach
"Bad Griesbach, Lindenfeld",7581,"Bad Griesbach, Lindenfeld"
"Bad Griesbach, Residenz",7581,"Bad Griesbach, Residenz"
"Bad Griesbach, Karpfhamer-Str.",7581,"Bad Griesbach, Karpfhamer-Str."
"Bad Griesbach, Steinkart",7581,"Bad Griesbach, Steinkart"
"Bad Griesbach, Realschule",7581,"Bad Griesbach, Realschule"
"Bad Griesbach, Stadtplatz",7581,"Bad Griesbach, Stadtplatz"
Wingersdorf,7583,Wingersdorf
"Kellberg, Kellberger Weinstube",7583,"Kellberg, Kellberger Weinstube"
"Kellberg, Ort",7583,"Kellberg, Ort"
"Kellberg, Bergfeld",7583,"Kellberg, Bergfeld"
"Kellberg, Sonnenhang",7583,"Kellberg, Sonnenhang"
"Aichet, Steinbruch",7583,"Aichet, Steinbruch"
"Aichet, Ort",7583,"Aichet, Ort"
Obersatzbach,7583,Obersatzbach
Zwecking,7583,Zwecking
"Thyrnau, Sonnenstraße",7583,"Thyrnau, Sonnenstraße"
"Thyrnau, Mitte",7583,"Thyrnau, Mitte"
"Thyrnau, Firmianstraße",7583,"Thyrnau, Firmianstraße"
"Hundsdorf, Abzw",7583,"Hundsdorf, Abzw"
"Mitteröd, Abzw",7583,"Mitteröd, Abzw"
Zwölfling,7583,Zwölfling
Fattendorf,7583,Fattendorf
"Schaibing, Bahnhof",7583,"Schaibing, Bahnhof"
Hundsruck,7583,Hundsruck
Schergendorf bei Kellberg,7583,Schergendorf bei Kellberg
"Haar, Waidwiesweg",7583,"Haar, Waidwiesweg"
Nottau bei Obernzell,7583,Nottau bei Obernzell
Rackling,7583,Rackling
"Schaibing, Abzw",7583,"Schaibing, Abzw"
"Rothenkreuz, Abzw",7583,"Rothenkreuz, Abzw"
Neu-Ziering,7583,Neu-Ziering
Steinbruck,7583,Steinbruck
Taubing,7583,Taubing
"Untergriesbach, Gymnasium",7583,"Untergriesbach, Gymnasium"
"Untergriesbach, Marktplatz",7583,"Untergriesbach, Marktplatz"
"Untergriesbach, Verbandsschule",7583,"Untergriesbach, Verbandsschule"
"Neuhaus a. Inn, Volksfestplatz",7590,"Neuhaus a. Inn, Volksfestplatz"
"Pumstetten, Abzw",7590,"Pumstetten, Abzw"
"Neuhaus a. Inn, Kriegerdenkmal",7590,"Neuhaus a. Inn, Kriegerdenkmal"
Pumstetten,7590,Pumstetten
"Döfreuth, Anw Sommer",7590,"Döfreuth, Anw Sommer"
"Döfreuth, Abzw Vornbach",7590,"Döfreuth, Abzw Vornbach"
"Eglsee, Metzgerei",7590,"Eglsee, Metzgerei"
"Eglsee, Hs. Nr. 8",7590,"Eglsee, Hs. Nr. 8"
"Eglsee, Kapelle",7590,"Eglsee, Kapelle"
Krottenberg,7590,Krottenberg
"Sulzbach, Neuhauser Str. 15",7590,"Sulzbach, Neuhauser Str. 15"
"Sulzbach, Bf",7590,"Sulzbach, Bf"
Eholfing,7590,Eholfing
"Rottersham, Abzw.",7590,"Rottersham, Abzw."
Rottersham,7590,Rottersham
"Ruhstorf, Schule",7590,"Ruhstorf, Schule"
"Ruhstorf, Metzgerei Steer",7590,"Ruhstorf, Metzgerei Steer"
"Ruhstorf, Breslauer-Str.",7590,"Ruhstorf, Breslauer-Str."
